#CHROM	START	END	LOCUS	SYMBOL	strand	annotation
Chr2	6007623	6009551	LOC_Os02g11680	-	+	glucosyltransferase,putative,expressed
Chr2	6017155	6018855	LOC_Os02g11700	-	-	cytokinin-O-glucosyltransferase_3,putative,expressed
Chr2	6020673	6021260	LOC_Os02g11705	-	+	expressed_protein
Chr2	6024307	6025522	LOC_Os02g11710	-	+	expressed_protein
Chr2	6038222	6039636	LOC_Os02g11720	-	-	lipase,putative,expressed
Chr2	6057100	6060286	LOC_Os02g11740	-	+	plastidic_ATP%2FADP-transporter,putative,expressed
Chr2	6062276	6066769	LOC_Os02g11750	-	+	RNA_recognition_motif_containing_protein,putative,expressed
Chr2	6069031	6075807	LOC_Os02g11760	-	+	pleiotropic_drug_resistance_protein,putative,expressed
Chr2	6078178	6079147	LOC_Os02g11770	-	-	expressed_protein
Chr2	6083116	6089638	LOC_Os02g11780	-	+	transcription_factor_S-II,central_domain_containing_protein,expressed
Chr2	6092981	6095907	LOC_Os02g11790	-	-	OsFBK4_-_F-box_domain_and_kelch_repeat_containing_protein,expressed
Chr2	6104663	6104989	LOC_Os02g11800	-	-	hypothetical_protein
Chr2	6106543	6106830	LOC_Os02g11810	-	-	conserved_hypothetical_protein
Chr2	6110092	6118738	LOC_Os02g11820	-	+	GTPase-activating_protein,putative,expressed
Chr2	6119039	6129217	LOC_Os02g11830	-	-	coatomer_subunit_beta,putative,expressed
Chr2	6131748	6138158	LOC_Os02g11840	-	-	coatomer_subunit_beta-2,putative,expressed
Chr2	6144233	6145039	LOC_Os02g11850	-	-	expressed_protein
Chr2	6145982	6146678	LOC_Os02g11859	-	-	expressed_protein
Chr2	6149278	6150318	LOC_Os02g11870	-	-	expressed_protein
Chr2	6154830	6155155	LOC_Os02g11880	-	-	expressed_protein
Chr2	6158238	6159991	LOC_Os02g11890	-	-	syntaxin-related_protein,putative,expressed
Chr2	6163475	6163957	LOC_Os02g11900	-	-	expressed_protein
Chr2	6167015	6167929	LOC_Os02g11910	-	+	hypothetical_protein
Chr2	6172371	6173788	LOC_Os02g11920	-	-	hypothetical_protein
Chr2	6183112	6187830	LOC_Os02g11930	-	+	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6188722	6193632	LOC_Os02g11940	-	+	sterol_glucosyltransferase,putative,expressed
Chr2	6195010	6195441	LOC_Os02g11950	-	+	expressed_protein
Chr2	6197353	6204374	LOC_Os02g11960	-	+	ABC_transporter,ATP-binding_protein,putative,expressed
Chr2	6205390	6207367	LOC_Os02g11970	-	+	expressed_protein
Chr2	6208684	6212210	LOC_Os02g11980	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6215998	6219187	LOC_Os02g11990	-	-	expressed_protein
Chr2	6222957	6223378	LOC_Os02g12000	-	-	expressed_protein
Chr2	6228456	6231985	LOC_Os02g12010	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6236706	6237184	LOC_Os02g12020	-	-	expressed_protein
Chr2	6247083	6250599	LOC_Os02g12030	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6254346	6256373	LOC_Os02g12040	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6259006	6260059	LOC_Os02g12050	-	+	hypothetical_protein
Chr2	6261071	6261623	LOC_Os02g12060	-	-	DEF6_-_Defensin_and_Defensin-like_DEFL_family,expressed
Chr2	6266059	6266798	LOC_Os02g12070	-	+	expressed_protein
Chr2	6268373	6269146	LOC_Os02g12080	-	+	expressed_protein
Chr2	6270427	6271229	LOC_Os02g12090	-	+	expressed_protein
Chr2	6274686	6279131	LOC_Os02g12100	-	+	expressed_protein
Chr2	6311211	6313776	LOC_Os02g12130	-	+	cysteine-rich_receptor-like_protein_kinase_35_precursor,putative,expressed
Chr2	6321145	6322091	LOC_Os02g12150	-	-	expressed_protein
Chr2	6325077	6326357	LOC_Os02g12170	-	-	expressed_protein
Chr2	6328023	6328687	LOC_Os02g12180	-	-	hypothetical_protein
Chr2	6341456	6344410	LOC_Os02g12200	-	+	kinesin_heavy_chain,putative,expressed
Chr2	6344742	6347227	LOC_Os02g12210	-	-	expressed_protein
Chr2	6374629	6375930	LOC_Os02g12230	-	+	hypothetical_protein
Chr2	6376517	6377029	LOC_Os02g12240	-	+	expressed_protein
Chr2	6382076	6382927	LOC_Os02g12250	-	+	expressed_protein
Chr2	6385765	6387143	LOC_Os02g12260	-	+	expressed_protein
Chr2	6387518	6387859	LOC_Os02g12270	-	-	expressed_protein
Chr2	6389914	6391121	LOC_Os02g12280	-	-	expressed_protein
Chr2	6397342	6399236	LOC_Os02g12290	TMS5	+	nuclear_ribonuclease_Z,putative,expressed
Chr2	6399355	6402186	LOC_Os02g12300	-	-	pectate_lyase_precursor,putative,expressed
Chr2	6404018	6405879	LOC_Os02g12310	ONAC023	+	no_apical_meristem_protein,putative,expressed
Chr2	6418378	6419378	LOC_Os02g12330	-	+	expressed_protein
Chr2	6422491	6424004	LOC_Os02g12340	-	-	conserved_hypothetical_protein
Chr2	6424555	6430620	LOC_Os02g12350	-	-	histone_deacetylase,putative,expressed
Chr2	6433220	6441715	LOC_Os02g12360	-	-	nuclear_protein_ZAP-related,putative,expressed
Chr2	6443131	6445362	LOC_Os02g12370	-	+	expressed_protein
Chr2	6447078	6453173	LOC_Os02g12380	-	+	histone_deacetylase,putative,expressed
Chr2	6468567	6472845	LOC_Os02g12400	-	+	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6474514	6474992	LOC_Os02g12410	-	-	U-box_domain-containing_protein,putative,expressed
Chr2	6476660	6480097	LOC_Os02g12420	-	-	receptor-like_protein_kinase_precursor,putative,expressed
Chr2	6482821	6483370	LOC_Os02g12430	-	+	expressed_protein
Chr2	6487390	6490577	LOC_Os02g12440	OsGIRL1	+	receptor_kinase,putative,expressed
Chr2	6491390	6495136	LOC_Os02g12450	-	+	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr2	6496710	6497737	LOC_Os02g12460	-	-	expressed_protein
Chr2	6502150	6504010	LOC_Os02g12470	-	-	hypothetical_protein
Chr2	6508812	6513830	LOC_Os02g12480	-	-	expressed_protein
Chr2	6529685	6533027	LOC_Os02g12490	-	-	expressed_protein
Chr2	6541264	6543574	LOC_Os02g12510	-	+	expressed_protein
Chr2	6548906	6549253	LOC_Os02g12520	-	-	lipase_class_3,putative,expressed
Chr2	6553794	6554309	LOC_Os02g12530	-	+	cytochrome_P450_71D6,putative,expressed
Chr2	6556026	6558023	LOC_Os02g12540	-	+	cytochrome_P450,putative,expressed
Chr2	6559488	6562188	LOC_Os02g12550	-	+	cytochrome_P450,putative,expressed
Chr2	6566133	6566588	LOC_Os02g12560	-	-	expressed_protein
Chr2	6568146	6572535	LOC_Os02g12570	-	+	pre-mRNA_cleavage_complex_II_protein_Clp1,putative,expressed
Chr2	6572759	6577608	LOC_Os02g12580	OsPP2A-3	-	OsPP2Ac-3_-_Phosphatase_2A_isoform_3_belonging_to_family_1,expressed
Chr2	6578959	6579539	LOC_Os02g12590	-	+	hypothetical_protein
Chr2	6582328	6588245	LOC_Os02g12600	-	+	NOL1%2FNOP2%2Fsun_family_protein,putative,expressed
Chr2	6587089	6588245	LOC_Os02g12610	-	-	hsp20%2Falpha_crystallin_family_protein,putative,expressed
Chr2	6595265	6595657	LOC_Os02g12640	-	-	expressed_protein
Chr2	6599222	6606542	LOC_Os02g12650	-	+	puromycin-sensitive_aminopeptidase,putative,expressed
Chr2	6608061	6611040	LOC_Os02g12654	-	+	expressed_protein
Chr2	6609371	6614191	LOC_Os02g12660	-	-	protein_kinase_domain_containing_protein,putative,expressed
Chr2	6616308	6623374	LOC_Os02g12670	-	+	protein_kinase_family_protein,putative,expressed
Chr2	6628383	6630103	LOC_Os02g12680	OsAOS3|OsHPL2	+	cytochrome_P450,putative,expressed
Chr2	6637973	6639881	LOC_Os02g12690	OsAOS4|OsHPL1	+	cytochrome_P450,putative,expressed
Chr2	6644227	6645926	LOC_Os02g12700	-	-	interferon-related_developmental_regulator_family_protein,putative,expressed
Chr2	6648386	6649777	LOC_Os02g12710	-	-	interferon-related_developmental_regulator_family_protein,putative,expressed
Chr2	6651470	6652921	LOC_Os02g12720	-	-	interferon-related_developmental_regulator_family_protein,putative,expressed
Chr2	6655774	6660984	LOC_Os02g12730	-	-	beta-galactosidase_precursor,putative,expressed
Chr2	6668822	6672950	LOC_Os02g12740	-	-	GPI-anchor_transamidase_precursor,putative,expressed
Chr2	6677115	6680136	LOC_Os02g12750	-	+	tetraspanin_family_protein,putative,expressed
Chr2	6680298	6683072	LOC_Os02g12760	-	-	integral_membrane_protein,putative,expressed
Chr2	6693857	6695685	LOC_Os02g12780	-	+	cytokinin_dehydrogenase_precursor,putative,expressed
Chr2	6705604	6707734	LOC_Os02g12790	Cga1	-	GATA_zinc_finger_domain_containing_protein,expressed
Chr2	6716994	6720424	LOC_Os02g12794	-	+	elongation_factor_1-gamma,putative,expressed
Chr2	6721987	6726018	LOC_Os02g12800	-	+	elongation_factor_1-gamma,putative,expressed
Chr2	6726340	6733499	LOC_Os02g12810	-	-	protein_kinase_domain_containing_protein,expressed
Chr2	6746929	6749884	LOC_Os02g12820	-	-	helix-loop-helix_DNA-binding_domain_containing_protein,expressed
Chr2	6751348	6752533	LOC_Os02g12830	-	-	hypothetical_protein
Chr2	6771313	6778383	LOC_Os02g12840	-	+	DEAD-box_ATP-dependent_RNA_helicase,putative,expressed
Chr2	6784169	6788332	LOC_Os02g12850	-	-	RNA_recognition_motif_containing_protein,expressed
Chr2	6788990	6789840	LOC_Os02g12860	-	-	expressed_protein
Chr2	6790686	6795165	LOC_Os02g12870	-	+	expressed_protein
Chr2	6798696	6802474	LOC_Os02g12880	-	+	calcium-binding_EF_hand_family_protein,putative,expressed
Chr2	6802606	6805335	LOC_Os02g12890	-	-	cytochrome_P450,putative,expressed
Chr2	6810648	6814112	LOC_Os02g12900	-	+	cysteine_synthase,putative,expressed
Chr2	6815291	6818362	LOC_Os02g12910	-	+	receptor-like_protein_kinase_5_precursor,putative,expressed
Chr2	6826610	6827182	LOC_Os02g12930	-	+	expressed_protein
Chr2	6831023	6835681	LOC_Os02g12939	-	-	expressed_protein
Chr2	6845277	6846826	LOC_Os02g12950	-	+	hypothetical_protein
Chr2	6849060	6850485	LOC_Os02g12960	-	-	expressed_protein
Chr2	6902074	6903970	LOC_Os02g13020	-	+	expressed_protein
Chr2	6905218	6905667	LOC_Os02g13030	-	-	expressed_protein
Chr2	6915413	6916666	LOC_Os02g13060	-	+	expressed_protein
Chr2	6917971	6918449	LOC_Os02g13070	-	-	hypothetical_protein
Chr2	6920986	6921457	LOC_Os02g13080	-	+	expressed_protein
Chr2	6947845	6948648	LOC_Os02g13090	-	+	expressed_protein
Chr2	6956581	6959847	LOC_Os02g13100	-	+	protein_phosphatase_2C,putative,expressed
Chr2	6963959	6971934	LOC_Os02g13110	-	-	serine%2Fthreonine_protein_phosphatase_2A_55_kDa_regulatory_subunit_B,putative,expressed
Chr2	6976262	6976817	LOC_Os02g13120	-	+	expressed_protein
Chr2	6979511	6985051	LOC_Os02g13130	-	+	KH_domain-containing_protein,putative,expressed
Chr2	6985223	6993606	LOC_Os02g13140	-	+	xaa-Pro_dipeptidase,putative,expressed
Chr2	7006064	7010651	LOC_Os02g13150	-	+	pollen-specific_protein_SF21,putative,expressed
Chr2	7012780	7014847	LOC_Os02g13160	-	-	F-box_protein_PP2-A15,putative,expressed
Chr2	7016805	7024341	LOC_Os02g13170	-	+	mitochondrial_carrier_protein,putative,expressed
Chr2	7024790	7025386	LOC_Os02g13180	-	+	SKP1,putative,expressed
Chr2	7026617	7028304	LOC_Os02g13190	-	-	F-box_family_protein,putative,expressed
Chr2	7032298	7034871	LOC_Os02g13200	-	-	expressed_protein
Chr2	7044617	7046245	LOC_Os02g13220	-	-	F-box_family_protein,putative,expressed
Chr2	7062837	7064444	LOC_Os02g13260	-	+	F-box_family_protein,putative,expressed
Chr2	7066390	7069494	LOC_Os02g13270	-	-	Mpv17_%2F_PMP22_family_domain_containing_protein,expressed
Chr2	7078703	7080035	LOC_Os02g13290	-	+	phosphoethanolamine%2Fphosphocholine_phosphatase,putative,expressed
Chr2	7083194	7087390	LOC_Os02g13300	-	+	mitochondrial_carrier_protein,putative,expressed
Chr2	7088833	7089730	LOC_Os02g13304	-	-	expressed_protein
Chr2	7096950	7100609	LOC_Os02g13310	-	+	homeobox_domain_containing_protein,expressed
Chr2	7105533	7106147	LOC_Os02g13320	-	+	expressed_protein
Chr2	7111106	7111729	LOC_Os02g13330	-	-	bet_v_I_allergen_family_protein,putative,expressed
Chr2	7115786	7119634	LOC_Os02g13340	-	+	expressed_protein
Chr2	7123770	7126381	LOC_Os02g13350	-	+	hydrolase,NUDIX_family,domain_containing_protein,expressed
Chr2	7126757	7133480	LOC_Os02g13360	-	+	expressed_protein
Chr2	7131235	7133480	LOC_Os02g13370	OsO3L3	-	expressed_protein
Chr2	7135134	7138112	LOC_Os02g13380	-	-	early_nodulin_93_ENOD93_protein,putative,expressed
Chr2	7141810	7143857	LOC_Os02g13390	-	-	expressed_protein
Chr2	7144545	7150537	LOC_Os02g13400	-	+	expressed_protein
Chr2	7154364	7157124	LOC_Os02g13410	-	-	leucine-rich_repeat_family_protein,putative,expressed
Chr2	7164822	7167891	LOC_Os02g13420	-	+	leucine-rich_repeat_receptor_protein_kinase_EXS_precursor,putative,expressed
Chr2	7172422	7175962	LOC_Os02g13430	-	-	receptor-like_protein_kinase_5_precursor,putative,expressed
Chr2	7177378	7178234	LOC_Os02g13440	-	-	expressed_protein
Chr2	7179394	7181309	LOC_Os02g13450	-	-	MEGL7_-_Maternally_expressed_gene_MEG_family_protein_precursor,putative,expressed
Chr2	7183462	7187529	LOC_Os02g13460	-	-	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr2	7203990	7204825	LOC_Os02g13480	-	-	expressed_protein
Chr2	7220338	7224509	LOC_Os02g13510	-	-	receptor-like_protein_kinase_5_precursor,putative,expressed
Chr2	7245015	7248672	LOC_Os02g13520	-	-	OsIAA7_-_Auxin-responsive_Aux%2FIAA_gene_family_member,expressed
Chr2	7258483	7260380	LOC_Os02g13530	-	-	40S_ribosomal_protein_S24,putative,expressed
Chr2	7260978	7261178	LOC_Os02g13540	-	+	expressed_protein
Chr2	7263069	7263566	LOC_Os02g13550	-	+	hypothetical_protein
Chr2	7263803	7267225	LOC_Os02g13555	-	+	expressed_protein
Chr2	7273033	7278272	LOC_Os02g13560	OsTMT2	+	transporter_family_protein,putative,expressed
Chr2	7278420	7280993	LOC_Os02g13570	-	-	kinesin_motor_protein-related,putative,expressed
Chr2	7281235	7285696	LOC_Os02g13580	-	-	kinesin_motor_domain_containing_protein,expressed
Chr2	7299770	7300027	LOC_Os02g13590	-	+	hypothetical_protein
Chr2	7300532	7301673	LOC_Os02g13600	-	+	expressed_protein
Chr2	7310420	7310992	LOC_Os02g13620	-	+	expressed_protein
Chr2	7314098	7314657	LOC_Os02g13630	-	-	expressed_protein
Chr2	7316388	7319489	LOC_Os02g13640	-	+	protein_phosphatase_1_regulatory_subunit_SDS22,putative,expressed
Chr2	7321447	7322891	LOC_Os02g13650	-	+	expressed_protein
Chr2	7323776	7325175	LOC_Os02g13660	-	-	meiosis_5,putative,expressed
Chr2	7333138	7334086	LOC_Os02g13670	-	-	helix-loop-helix_DNA-binding_domain_containing_protein,expressed
Chr2	7346820	7347587	LOC_Os02g13690	-	-	hypothetical_protein
Chr2	7348539	7349632	LOC_Os02g13700	-	+	expressed_protein
Chr2	7365220	7366415	LOC_Os02g13710	-	+	ethylene-responsive_transcription_factor_TINY,putative,expressed
Chr2	7381950	7382180	LOC_Os02g13720	-	+	expressed_protein
Chr2	7396380	7396817	LOC_Os02g13740	-	+	expressed_protein
Chr2	7428762	7429193	LOC_Os02g13760	-	-	expressed_protein
Chr2	7434644	7438310	LOC_Os02g13780	-	-	receptor-like_protein_kinase_2_precursor,putative,expressed
Chr2	7439852	7443657	LOC_Os02g13785	-	+	expressed_protein
Chr2	7449739	7450231	LOC_Os02g13790	-	+	expressed_protein
Chr2	7463932	7465506	LOC_Os02g13800	-	+	HSF-type_DNA-binding_domain_containing_protein,expressed
Chr2	7466238	7470926	LOC_Os02g13810	HEI10	-	DNA_binding_protein,putative,expressed
Chr2	7478244	7478525	LOC_Os02g13820	-	-	hypothetical_protein
Chr2	7485426	7487001	LOC_Os02g13830	-	+	osFTL13__FT-Like13_homologous_to_Flowering_Locus_T__gene%3B_contains_Pfam_profile_PF01161%3A_Phosphatidylethanolamine-binding_protein,expressed
Chr2	7491165	7497891	LOC_Os02g13840	-	+	citrate_synthase,putative,expressed
Chr2	7501283	7513594	LOC_Os02g13850	-	+	leucine-rich_repeat-containing_protein_kinase_family_protein,putative,expressed
Chr2	7513963	7514649	LOC_Os02g13860	-	-	expressed_protein
Chr2	7515989	7519336	LOC_Os02g13870	OsNIP1;1	-	aquaporin_protein,putative,expressed
Chr2	7524306	7524563	LOC_Os02g13880	-	-	expressed_protein
Chr2	7542594	7547071	LOC_Os02g13890	-	+	FYVE_zinc_finger_domain_containing_protein,expressed
Chr2	7548246	7551644	LOC_Os02g13900	-	-	BES1%2FBZR1_homolog_protein,putative,expressed
Chr2	7582245	7586531	LOC_Os02g13930	-	-	expressed_protein
Chr2	7591255	7591569	LOC_Os02g13940	-	-	expressed_protein
Chr2	7594952	7599871	LOC_Os02g13950	FUWA	+	NHL_repeat-containing_protein,putative,expressed
Chr2	7612541	7615851	LOC_Os02g13960	-	+	spotted_leaf_11,putative,expressed
Chr2	7618738	7621248	LOC_Os02g13965	-	+	lectin_protein_kinase_family_protein,putative,expressed
Chr2	7621905	7627260	LOC_Os02g13970	-	+	Complex_I_intermediate-associated_protein_30_domain_containing_protein,putative,expressed
Chr2	7627748	7628170	LOC_Os02g13980	-	-	expressed_protein
Chr2	7630852	7635244	LOC_Os02g13990	-	-	U2_small_nuclear_ribonucleoprotein_A,putative,expressed
Chr2	7643702	7646134	LOC_Os02g14000	-	+	actin-related_protein_2%2F3_complex_subunit_3,putative,expressed
Chr2	7650388	7655631	LOC_Os02g14020	-	+	expressed_protein
Chr2	7658701	7659433	LOC_Os02g14030	-	-	hypothetical_protein
Chr2	7676811	7687506	LOC_Os02g14059	-	+	ribosomal_protein_L5,putative,expressed
Chr2	7689510	7689752	LOC_Os02g14080	-	+	expressed_protein
Chr2	7690242	7692254	LOC_Os02g14090	-	+	berberine_and_berberine_like_domain_containing_protein,expressed
Chr2	7706619	7711598	LOC_Os02g14110	-	+	aminotransferase,classes_I_and_II,domain_containing_protein,expressed
Chr2	7710512	7715739	LOC_Os02g14120	Docs1	-	BRASSINOSTEROID_INSENSITIVE_1-associated_receptor_kinase_1_precursor,putative,expressed
Chr2	7718903	7723687	LOC_Os02g14130	OsGSK3	-	CGMC_GSK.4_-_CGMC_includes_CDA,MAPK,GSK3,and_CLKC_kinases,expressed
Chr2	7733272	7733967	LOC_Os02g14140	-	-	cytokinin_inducible_protein,putative,expressed
Chr2	7751284	7753744	LOC_Os02g14160	-	+	peroxidase_precursor,putative,expressed
Chr2	7760772	7762495	LOC_Os02g14170	-	+	peroxidase_precursor,putative,expressed
Chr2	7770038	7771054	LOC_Os02g14180	-	+	peroxidase_precursor,putative,expressed
Chr2	7772399	7776161	LOC_Os02g14190	-	-	spermidine_synthase,putative,expressed
Chr2	7796194	7798259	LOC_Os02g14230	-	-	expressed_protein
Chr2	7807965	7808869	LOC_Os02g14240	-	+	hypothetical_protein
Chr2	7845554	7852177	LOC_Os02g14290	-	-	scramblase,putative,expressed
Chr2	7851980	7854422	LOC_Os02g14300	-	+	expressed_protein
Chr2	7857116	7857523	LOC_Os02g14310	-	+	expressed_protein
Chr2	7922250	7922955	LOC_Os02g14420	-	+	hypothetical_protein
Chr2	7938409	7939842	LOC_Os02g14430	-	+	peroxidase_precursor,putative,expressed
Chr2	7948543	7950060	LOC_Os02g14440	-	+	peroxidase_precursor,putative,expressed
Chr2	7952134	7953677	LOC_Os02g14450	-	+	expressed_protein
Chr2	7959782	7960984	LOC_Os02g14460	-	+	peroxidase_precursor,putative,expressed
Chr2	7964709	7965139	LOC_Os02g14470	-	-	hypothetical_protein
Chr2	7975665	7978686	LOC_Os02g14480	-	-	receptor-like_kinase,putative,expressed
Chr2	7985830	7988630	LOC_Os02g14490	-	+	MYB_family_transcription_factor,putative,expressed
Chr2	7991881	7996778	LOC_Os02g14500	-	-	expressed_protein
Chr2	7997539	7997865	LOC_Os02g14510	-	-	expressed_protein
Chr2	8004981	8017344	LOC_Os02g14530	-	+	protein_kinase_domain_containing_protein,expressed
Chr2	8018192	8019355	LOC_Os02g14540	-	-	UDP-glucoronosyl_and_UDP-glucosyl_transferase_domain_containing_protein,expressed
Chr2	8033812	8035457	LOC_Os02g14570	-	-	hydroquinone_glucosyltransferase,putative,expressed
Chr2	8052104	8053519	LOC_Os02g14590	-	+	UDP-glucoronosyl_and_UDP-glucosyl_transferase_domain_containing_protein,expressed
Chr2	8057649	8059669	LOC_Os02g14600	-	+	glutelin,putative,expressed
Chr2	8061475	8062229	LOC_Os02g14610	-	-	expressed_protein
Chr2	8075861	8077510	LOC_Os02g14630	-	-	hydroquinone_glucosyltransferase,putative,expressed
Chr2	8078800	8079481	LOC_Os02g14640	-	-	hypothetical_protein
Chr2	8081870	8082580	LOC_Os02g14650	-	+	hypothetical_protein
Chr2	8086258	8086659	LOC_Os02g14660	-	+	hypothetical_protein
Chr2	8088750	8089069	LOC_Os02g14670	-	-	expressed_protein
Chr2	8092152	8093847	LOC_Os02g14680	-	-	UDP-glucoronosyl_and_UDP-glucosyl_transferase_domain_containing_protein,expressed
Chr2	8106666	8108741	LOC_Os02g14700	-	+	expressed_protein
Chr2	8111706	8113443	LOC_Os02g14710	-	+	expressed_protein
Chr2	8114961	8121925	LOC_Os02g14720	GW2	+	expressed_protein
Chr2	8135361	8143469	LOC_Os02g14730	OsUBP15|LG1	+	ubiquitin_carboxyl-terminal_hydrolase_family_protein,expressed
Chr2	8151392	8151967	LOC_Os02g14740	-	-	expressed_protein
Chr2	8157599	8158716	LOC_Os02g14750	-	-	hypothetical_protein
Chr2	8164661	8169145	LOC_Os02g14760	-	+	CID11,putative,expressed
Chr2	8172419	8184220	LOC_Os02g14770	PEPC-1	-	phosphoenolpyruvate_carboxylase,putative,expressed
Chr2	8196895	8200388	LOC_Os02g14780	-	+	splicing_factor_3_subunit_1,putative,expressed
Chr2	8204968	8206393	LOC_Os02g14790	-	-	WD_domain,G-beta_repeat_domain_containing_protein,expressed
Chr2	8209595	8223356	LOC_Os02g14800	-	+	expressed_protein
Chr2	8227856	8230368	LOC_Os02g14810	-	-	expressed_protein
Chr2	8233528	8234628	LOC_Os02g14820	-	-	expressed_protein
Chr2	8240994	8242953	LOC_Os02g14830	-	+	expressed_protein
Chr2	8244347	8248444	LOC_Os02g14840	OsKAT3	-	potassium_channel_KAT1,putative,expressed
Chr2	8256456	8257570	LOC_Os02g14850	-	+	expressed_protein
Chr2	8261308	8262089	LOC_Os02g14855	-	-	expressed_protein
Chr2	8262546	8265723	LOC_Os02g14860	-	+	prefoldin_subunit,putative,expressed
Chr2	8268233	8270189	LOC_Os02g14870	-	-	expressed_protein
Chr2	8276806	8278503	LOC_Os02g14874	-	+	expressed_protein
Chr2	8289302	8289688	LOC_Os02g14880	-	-	hypothetical_protein
Chr2	8292472	8293263	LOC_Os02g14890	-	+	expressed_protein
Chr2	8299857	8317191	LOC_Os02g14900	-	+	1%2C3-beta-glucan_synthase_component_domain_containing_protein,expressed
Chr2	8323891	8325791	LOC_Os02g14910	-	+	bZIP_transcription_factor_family_protein,putative,expressed
Chr2	8326083	8343178	LOC_Os02g14929	-	-	T-complex_protein,putative,expressed
Chr2	8350306	8352195	LOC_Os02g14970	-	+	expressed_protein
Chr2	8358769	8362960	LOC_Os02g14980	-	+	calcium-binding_EF_hand_family_protein,putative,expressed
Chr2	8363275	8363904	LOC_Os02g14990	-	-	zinc_finger,C3HC4_type_domain_containing_protein,expressed
